	"lang"
{
	"Language"		"Russian"
		"DOTA_Tooltip_ability_item_lia_gloves_of_strength"	"Перчатки Силы"
		"DOTA_Tooltip_ability_item_lia_gloves_of_strength_Description"	""
		"DOTA_Tooltip_ability_item_lia_gloves_of_strength_bonus_strength"	"+$str"
		
		"DOTA_Tooltip_ability_item_lia_steel_sword"	"Стальной Меч"
		"DOTA_Tooltip_ability_item_lia_steel_sword_Description"	""
		"DOTA_Tooltip_ability_item_lia_steel_sword_bonus_damage"	"+$damage"

		"DOTA_Tooltip_ability_item_lia_claws"	"Когти"
		"DOTA_Tooltip_ability_item_lia_claws_Description"	""		
		"DOTA_Tooltip_ability_item_lia_claws_bonus_damage"	"+$damage"

		"DOTA_Tooltip_ability_item_lia_spear"	"Копьё"
		"DOTA_Tooltip_ability_item_lia_spear_Description"	""
		"DOTA_Tooltip_ability_item_lia_spear_bonus_damage"	"+$damage"

		"DOTA_Tooltip_ability_item_lia_ring_of_protection"	"Кольцо Защиты"
		"DOTA_Tooltip_ability_item_lia_ring_of_protection_Description"	""
		"DOTA_Tooltip_ability_item_lia_ring_of_protection_bonus_armor"	"+$armor"

		"DOTA_Tooltip_ability_item_lia_helm"	"Шлем"
		"DOTA_Tooltip_ability_item_lia_helm_Description"	""
		"DOTA_Tooltip_ability_item_lia_helm_bonus_armor"	"+$armor"

		"DOTA_Tooltip_ability_item_lia_ring_of_regeneration"	"Кольцо Регенерации"
		"DOTA_Tooltip_ability_item_lia_ring_of_regeneration_Description"	""
		"DOTA_Tooltip_ability_item_lia_ring_of_regeneration_bonus_health_regen"	"+$hp_regen"

		"DOTA_Tooltip_ability_item_lia_amulet"	"Амулет"
		"DOTA_Tooltip_ability_item_lia_amulet_Description" ""
		"DOTA_Tooltip_ability_item_lia_amulet_bonus_health" "+$health"
		
		"DOTA_Tooltip_ability_item_lia_gloves_of_haste"	"Перчатки Скорости"
		"DOTA_Tooltip_ability_item_lia_gloves_of_haste_Description"	""
		"DOTA_Tooltip_ability_item_lia_gloves_of_haste_bonus_attack_speed"	"+$attack"

		"DOTA_Tooltip_ability_item_lia_boots"	"Сапоги"
		"DOTA_Tooltip_ability_item_lia_boots_Description"	""		
		"DOTA_Tooltip_ability_item_lia_boots_bonus_movement_speed"	"%+$move_speed"
		
		"DOTA_Tooltip_ability_item_lia_mask"	"Маска"
		"DOTA_Tooltip_ability_item_lia_mask_Description"	""
		"DOTA_Tooltip_ability_item_lia_mask_bonus_mana_regen"	"+$mana_regen"

		"DOTA_Tooltip_ability_item_lia_runed_bracers"	"Рунный Браслет"
		"DOTA_Tooltip_ability_item_lia_runed_bracers_Description"	""
		"DOTA_Tooltip_ability_item_lia_runed_bracers_bonus_magic_resist_percentage"	"%+$spell_resist"

		"DOTA_Tooltip_ability_item_lia_mana_stone"	"Камень Маны"
		"DOTA_Tooltip_ability_item_lia_mana_stone_Description"	""
		"DOTA_Tooltip_ability_item_lia_mana_stone_bonus_mana"	"+$mana"

		"DOTA_Tooltip_ability_item_lia_amulet_of_spell_shield"	"Амулет Защиты"
		"DOTA_Tooltip_ability_item_lia_amulet_of_spell_shield_Description"	"<h1>Пассивная: Поглощение Заклинаний</h1>Блокирует одну направленную способность каждые %block_cooldown% сек."

		"DOTA_Tooltip_ability_item_lia_stormwind_horn"	"Рог Ветров"
		"DOTA_Tooltip_ability_item_lia_stormwind_horn_Description"	"<h1>Пассивная: Аура Ветров</h1>Увеличивает скорость атаки на %bonus_attack_speed%%%  и скорость передвижения на %bonus_movement_speed_percent%%% в радиусе %radius%."

		"DOTA_Tooltip_horn_aura_armor"	"Аура Ветров"
		"DOTA_Tooltip_horn_aura_armor_Description" "Скорость передвижения и атаки этого воина увеличены."

		"DOTA_Tooltip_ability_item_lia_mask_of_death"	"Маска Смерти"
		"DOTA_Tooltip_ability_item_lia_mask_of_death_Description"	"<h1>Пассивная: Вампиризм</h1> Каждая атака восстанавливает владельцу здоровье в размере %lifesteal_percent%%% от нанесённого урона.<br><br>Вампиризм — уникальный модификатор атаки, он не будет сочетаться с другими уникальными модификаторами атаки."	
		
		"DOTA_Tooltip_ability_item_lia_health_stone_potion"	"Отвар Здоровья"
		"DOTA_Tooltip_ability_item_lia_health_stone_potion_Description"	"<h1>Использование: </h1> Моментально восстанавливает %heal_amount% здоровья владельцу."
		"DOTA_Tooltip_ability_item_lia_health_stone_potion_bonus_health_regen"	"+$hp_regen"
		"DOTA_Tooltip_ability_item_lia_health_stone_potion_Note0"	"Регенерация здоровья от нескольких отваров не суммируется."

		"DOTA_Tooltip_ability_item_lia_mana_stone_potion"	"Отвар Маны"
		"DOTA_Tooltip_ability_item_lia_mana_stone_potion_Description"	"<h1>Использование: </h1> Моментально восстанавливает %mana_amount% маны владельцу."
		"DOTA_Tooltip_ability_item_lia_mana_stone_potion_bonus_mana_regen"	"+$mana_regen"
		"DOTA_Tooltip_ability_item_lia_mana_stone_potion_Note0"	"Регенерация маны от нескольких отваров не суммируется."
		
		"DOTA_Tooltip_ability_item_lia_health_elixir"	"Эликсир Здоровья"
		"DOTA_Tooltip_ability_item_lia_health_elixir_Description"	"<h1>Использование: </h1> Моментально восстанавливает %heal_amount% здоровья владельцу."

		"DOTA_Tooltip_ability_item_lia_mana_elixir"	"Эликсир Маны"
		"DOTA_Tooltip_ability_item_lia_mana_elixir_Description"	"<h1>Использование: </h1> Моментально восстанавливает %mana_amount% маны владельцу."

		"DOTA_Tooltip_ability_item_lia_huge_axe"	"Огромный Топор"
		"DOTA_Tooltip_ability_item_lia_huge_axe_Description"	"<h1>Пассивная: Рассекающий удар</h1>Наносит %cleave_percent%%% урона всем врагам в радиусе %cleave_radius% единиц вокруг цели атаки. <br><br><font color='#cc0605'>Не работает на героях с дальней атакой. <br>При покупке нескольких предметов с данной способностью эффект не суммируется.</font>"
		"DOTA_Tooltip_ability_item_lia_huge_axe_bonus_damage"	"+$damage"
		"DOTA_Tooltip_ability_item_lia_huge_axe_bonus_strength"	"+$str"

		"DOTA_Tooltip_ability_item_lia_blood_moon"	"Кровавая Луна"
		"DOTA_Tooltip_ability_item_lia_blood_moon_Description"	"<h1>Пассивная: Рассекающий удар</h1>Наносит %cleave_percent%%% урона всем врагам в радиусе %cleave_radius% единиц вокруг цели атаки. <br><br><font color='#cc0605'>Не работает на героях с дальней атакой. <br>При покупке нескольких предметов с данной способностью эффект не суммируется.</font>"
		"DOTA_Tooltip_ability_item_lia_blood_moon_bonus_damage"	"+$damage"
		"DOTA_Tooltip_ability_item_lia_blood_moon_bonus_attack_speed"	"+$attack"
		"DOTA_Tooltip_ability_item_lia_blood_moon_bonus_strength"	"+$str"
		
		"DOTA_Tooltip_ability_item_lia_hell_gloves"	"Адские Перчатки"
		"DOTA_Tooltip_ability_item_lia_hell_gloves_Description"	""
		"DOTA_Tooltip_ability_item_lia_hell_gloves_bonus_damage"	"+$damage"
		"DOTA_Tooltip_ability_item_lia_hell_gloves_bonus_attack_speed"	"+$attack"
		"DOTA_Tooltip_ability_item_lia_hell_gloves_bonus_strength"	"+$str"

		"DOTA_Tooltip_ability_item_lia_runed_gloves"	"Рунные Перчатки"
		"DOTA_Tooltip_ability_item_lia_runed_gloves_Description"	""
		"DOTA_Tooltip_ability_item_lia_runed_gloves_bonus_damage"	"+$damage"
		"DOTA_Tooltip_ability_item_lia_runed_gloves_bonus_attack_speed"	"+$attack"

		"DOTA_Tooltip_ability_item_lia_pantilus_blade"	"Меч Пантилуса"
		"DOTA_Tooltip_ability_item_lia_pantilus_blade_Description"	""
		"DOTA_Tooltip_ability_item_lia_pantilus_blade_bonus_damage"	"+$damage"
		"DOTA_Tooltip_ability_item_lia_pantilus_blade_bonus_attack_speed"	"+$attack"
		"DOTA_Tooltip_ability_item_lia_pantilus_blade_bonus_agility"	"+$agi"

		"DOTA_Tooltip_ability_item_lia_alanith_spear"	"Копьё Аланита"
		"DOTA_Tooltip_ability_item_lia_alanith_spear_Description"	"<h1>Пассивная: Вампиризм</h1> Каждая атака восстанавливает владельцу здоровье в размере %lifesteal_percent%%% от нанесённого урона.<br><br>Вампиризм — уникальный модификатор атаки, он не будет сочетаться с другими уникальными модификаторами атаки."	
		"DOTA_Tooltip_ability_item_lia_alanith_spear_bonus_damage"	"+$damage"			

		"DOTA_Tooltip_ability_item_lia_blood_blade"	"Меч Крови"
		"DOTA_Tooltip_ability_item_lia_blood_blade_Description"	"<h1>Активируемая: Жажда Крови</h1> Похищает %stealperc%%%( но не более %max_damage% ) здоровья у врагов в радиусе %radius%. <br>Не действует на юнитов, у которых меньше половины здоровья.<br>Восстанавливает не более %maxheal% здоровья.\n<h1>Пассивная: Вампиризм</h1> Каждая атака восстанавливает владельцу здоровье в размере %lifesteal_percent%%% от нанесённого урона.<br><br>Вампиризм — уникальный модификатор атаки, он не будет сочетаться с другими уникальными модификаторами атаки."
		"DOTA_Tooltip_ability_item_lia_blood_blade_bonus_damage"	"+$damage"		

		"DOTA_Tooltip_ability_item_lia_knight_shield"	"Рыцарский Щит"
		"DOTA_Tooltip_ability_item_lia_knight_shield_Description"	"<h1>Пассивная: Возврат Урона </h1>Отражает %damage_return%%% урона врагу, который его нанес. <br>Действует только на врагов ближнего боя.<br><br><font color='#cc0605'>Нельзя носить более одного артефакта, возвращающего урон.</font>"
		"DOTA_Tooltip_ability_item_lia_knight_shield_bonus_armor"	"+$armor"		
		"DOTA_Tooltip_ability_item_lia_knight_shield_bonus_health"	"+$health"			
		
		"DOTA_Tooltip_ability_item_lia_knight_cuirass"	"Кираса Рыцаря"
		"DOTA_Tooltip_ability_item_lia_knight_cuirass_Description"	"<h1>Активируемая: Возмездие</h1> Отражает %damage_return_abi%%% урона. <br>Действует %duration% сек.\n<h1>Пассивная: </h1>Отражает %damage_return%%% урона врагу, который его нанес. <br>Действует только на врагов ближнего боя.<br><br><font color='#cc0605'>Нельзя носить более одного артефакта, возвращающего урон.</font>"
		"DOTA_Tooltip_ability_item_lia_knight_cuirass_bonus_armor"	"+$armor"		
		"DOTA_Tooltip_ability_item_lia_knight_cuirass_bonus_health"	"+$health"
		"DOTA_Tooltip_ability_item_lia_knight_cuirass_bonus_health_regen"	"+$hp_regen"	

		"DOTA_Tooltip_modifier_item_lia_knight_cuirass_ability"	"Кираса Рыцаря"
		"DOTA_Tooltip_modifier_item_lia_knight_cuirass_ability_Description" "Этого герой возращается физический урон противникам ближнего боя."

		"DOTA_Tooltip_ability_item_lia_dwarf_armor"	"Гномья Броня"
		"DOTA_Tooltip_ability_item_lia_dwarf_armor_Description"	""
		"DOTA_Tooltip_ability_item_lia_dwarf_armor_bonus_armor"	"+$armor"		
		"DOTA_Tooltip_ability_item_lia_dwarf_armor_bonus_health"	"+$health"	

		"DOTA_Tooltip_ability_item_lia_shield_of_endurance"	"Щит Выносливости"
		"DOTA_Tooltip_ability_item_lia_shield_of_endurance_Description"	""
		"DOTA_Tooltip_ability_item_lia_shield_of_endurance_bonus_armor"	"+$armor"		
		"DOTA_Tooltip_ability_item_lia_shield_of_endurance_bonus_health"	"+$health"		
		"DOTA_Tooltip_ability_item_lia_shield_of_endurance_bonus_health_regen"	"+$hp_regen"	

		"DOTA_Tooltip_ability_item_lia_magic_helm"	"Магический Шлем"
		"DOTA_Tooltip_ability_item_lia_magic_helm_Description"	""
		"DOTA_Tooltip_ability_item_lia_magic_helm_bonus_armor"	"+$armor"			
		"DOTA_Tooltip_ability_item_lia_magic_helm_evasion_percent"	"%+$evasion"	

		"DOTA_Tooltip_ability_item_lia_divine_armor"	"Доспехи Бога"
		"DOTA_Tooltip_ability_item_lia_divine_armor_Description"	"<font color='#cc0605'>Нельзя носить более одного экземпляра Доспехов Бога.</font>"
		"DOTA_Tooltip_ability_item_lia_divine_armor_bonus_armor"	"+$armor"	
		"DOTA_Tooltip_ability_item_lia_divine_armor_bonus_health"	"+$health"
		"DOTA_Tooltip_ability_item_lia_divine_armor_bonus_health_regen"	"+$hp_regen"		
		"DOTA_Tooltip_ability_item_lia_divine_armor_evasion_percent"	"%+$evasion"	

		"DOTA_Tooltip_ability_item_lia_hammer"	"Молот"
		"DOTA_Tooltip_ability_item_lia_hammer_Description"	"<h1>Пассивная: Миниоглушение</h1> Каждая атака с вероятностью %minibash_chance%%% может кратковременно оглушить цель, и нанести ему %bash_damage% урона."
